numero,nom_complet,fichier_photo,url_photo,taille_ko
416,"Emmanuelle Ménard","416_Emmanuelle_Ménard.png","https://datan.fr/assets/imgs/deputes_nobg/depute_719608.png","16.17"
417,"Ludovic Mendes","417_Ludovic_Mendes.png","https://datan.fr/assets/imgs/deputes_original/depute_720370.png","169.34"
418,"Thomas Mesnier","418_Thomas_Mesnier.png","https://datan.fr/assets/imgs/deputes_nobg/depute_719072.png","14.59"
419,"Lysiane Métayer","419_Lysiane_Métayer.png","https://datan.fr/assets/imgs/deputes_nobg/depute_794386.png","20.47"
420,"Sophie Mette","420_Sophie_Mette.png","https://datan.fr/assets/imgs/deputes_original/depute_719640.png","169.34"
421,"Nicolas Metzdorf","421_Nicolas_Metzdorf.png","https://datan.fr/assets/imgs/deputes_original/depute_795176.png","169.34"
422,"Frédérique Meunier","422_Frédérique_Meunier.png","https://datan.fr/assets/imgs/deputes_original/depute_719272.png","169.34"
423,"Manon Meunier","423_Manon_Meunier.png","https://datan.fr/assets/imgs/deputes_original/depute_795482.png","169.34"
424,"Pierre Meurin","424_Pierre_Meurin.png","https://datan.fr/assets/imgs/deputes_original/depute_793852.png","169.34"
425,"Marjolaine Meynier-Millefert","425_Marjolaine_Meynier-Millefert.png","https://datan.fr/assets/imgs/deputes_nobg/depute_719882.png","19.44"
426,"Paul Midy","426_Paul_Midy.png","https://datan.fr/assets/imgs/deputes_original/depute_795664.png","169.34"
427,"Laure Miller","427_Laure_Miller.png","https://datan.fr/assets/imgs/deputes_original/depute_817203.png","169.34"
428,"Bruno Millienne","428_Bruno_Millienne.png","https://datan.fr/assets/imgs/deputes_nobg/depute_721976.png","16.21"
429,"Maxime Minot","429_Maxime_Minot.png","https://datan.fr/assets/imgs/deputes_nobg/depute_720630.png","14.34"
430,"Patricia Mirallès","430_Patricia_Mirallès.png","https://datan.fr/assets/imgs/deputes_nobg/depute_719668.png","21.62"
431,"Paul Molac","431_Paul_Molac.png","https://datan.fr/assets/imgs/deputes_original/depute_607619.png","169.34"
432,"Yannick Monnet","432_Yannick_Monnet.png","https://datan.fr/assets/imgs/deputes_original/depute_793174.png","169.34"
433,"Louise Morel","433_Louise_Morel.png","https://datan.fr/assets/imgs/deputes_original/depute_794810.png","169.34"
434,"Pierre Morel-À-L'Huissier","434_Pierre_Morel-À-L'Huissier.png","https://datan.fr/assets/imgs/deputes_nobg/depute_266788.png","16.07"
435,"Benoit Mournet","435_Benoit_Mournet.png","https://datan.fr/assets/imgs/deputes_nobg/depute_794878.png","14.71"
436,"Naïma Moutchou","436_Naïma_Moutchou.png","https://datan.fr/assets/imgs/deputes_original/depute_720908.png","169.34"
437,"Serge Muller","437_Serge_Muller.png","https://datan.fr/assets/imgs/deputes_original/depute_793696.png","169.34"
438,"Marcellin Nadeau","438_Marcellin_Nadeau.png","https://datan.fr/assets/imgs/deputes_original/depute_795820.png","169.34"
439,"Christophe Naegelen","439_Christophe_Naegelen.png","https://datan.fr/assets/imgs/deputes_original/depute_721486.png","169.34"
440,"Philippe Naillet","440_Philippe_Naillet.png","https://datan.fr/assets/imgs/deputes_original/depute_643157.png","169.34"
441,"Yannick Neuder","441_Yannick_Neuder.png","https://datan.fr/assets/imgs/deputes_original/depute_794038.png","169.34"
442,"Jean-Philippe Nilor","442_Jean-Philippe_Nilor.png","https://datan.fr/assets/imgs/deputes_original/depute_610654.png","169.34"
443,"Jérôme Nury","443_Jérôme_Nury.png","https://datan.fr/assets/imgs/deputes_original/depute_720644.png","169.34"
444,"Danièle Obono","444_Danièle_Obono.png","https://datan.fr/assets/imgs/deputes_original/depute_721960.png","169.34"
445,"Julien Odoul","445_Julien_Odoul.png","https://datan.fr/assets/imgs/deputes_original/depute_795552.png","169.34"
446,"Karl Olive","446_Karl_Olive.png","https://datan.fr/assets/imgs/deputes_original/depute_795722.png","169.34"
447,"Hubert Ott","447_Hubert_Ott.png","https://datan.fr/assets/imgs/deputes_original/depute_794830.png","169.34"
448,"Nathalie Oziol","448_Nathalie_Oziol.png","https://datan.fr/assets/imgs/deputes_original/depute_793872.png","169.34"
449,"Nicolas Pacquot","449_Nicolas_Pacquot.png","https://datan.fr/assets/imgs/deputes_nobg/depute_793588.png","15.30"
450,"Didier Padey","450_Didier_Padey.png","https://datan.fr/assets/imgs/deputes_original/depute_795124.png","84.21"
451,"Jimmy Pahun","451_Jimmy_Pahun.png","https://datan.fr/assets/imgs/deputes_original/depute_720334.png","169.34"
452,"Bertrand Pancher","452_Bertrand_Pancher.png","https://datan.fr/assets/imgs/deputes_nobg/depute_333421.png","15.88"
453,"Laurent Panifous","453_Laurent_Panifous.png","https://datan.fr/assets/imgs/deputes_original/depute_793210.png","169.34"
454,"Sophie Panonacle","454_Sophie_Panonacle.png","https://datan.fr/assets/imgs/deputes_original/depute_719632.png","169.34"
455,"Astrid Panosyan-Bouvet","455_Astrid_Panosyan-Bouvet.png","https://datan.fr/assets/imgs/deputes_original/depute_795050.png","169.34"
456,"Mathilde Panot","456_Mathilde_Panot.png","https://datan.fr/assets/imgs/deputes_original/depute_720892.png","169.34"
457,"Didier Parakian","457_Didier_Parakian.png","https://datan.fr/assets/imgs/deputes_nobg/depute_793282.png","15.71"
458,"Didier Paris","458_Didier_Paris.png","https://datan.fr/assets/imgs/deputes_nobg/depute_719202.png","14.90"
459,"Mathilde Paris","459_Mathilde_Paris.png","https://datan.fr/assets/imgs/deputes_nobg/depute_794314.png","19.25"
460,"Caroline Parmentier","460_Caroline_Parmentier.png","https://datan.fr/assets/imgs/deputes_original/depute_794670.png","169.34"
461,"Charlotte Parmentier-Lecocq","461_Charlotte_Parmentier-Lecocq.png","https://datan.fr/assets/imgs/deputes_original/depute_720480.png","169.34"
462,"Francesca Pasquini","462_Francesca_Pasquini.png","https://datan.fr/assets/imgs/deputes_nobg/depute_795794.png","19.34"
463,"Jérémie Patrier-Leitus","463_Jérémie_Patrier-Leitus.png","https://datan.fr/assets/imgs/deputes_original/depute_793398.png","169.34"
464,"Éric Pauget","464_Éric_Pauget.png","https://datan.fr/assets/imgs/deputes_original/depute_718784.png","169.34"
465,"Emmanuel Pellerin","465_Emmanuel_Pellerin.png","https://datan.fr/assets/imgs/deputes_nobg/depute_795926.png","15.52"
466,"Isabelle Périgault","466_Isabelle_Périgault.png","https://datan.fr/assets/imgs/deputes_nobg/depute_795406.png","17.40"
467,"Patrice Perrot","467_Patrice_Perrot.png","https://datan.fr/assets/imgs/deputes_nobg/depute_720414.png","15.55"
468,"Anne-Laurence Petel","468_Anne-Laurence_Petel.png","https://datan.fr/assets/imgs/deputes_nobg/depute_718930.png","20.41"
469,"Christelle Petex","469_Christelle_Petex.png","https://datan.fr/assets/imgs/deputes_original/depute_721442.png","169.34"
470,"Bertrand Petit","470_Bertrand_Petit.png","https://datan.fr/assets/imgs/deputes_nobg/depute_344201.png","15.80"
471,"Frédéric Petit","471_Frédéric_Petit.png","https://datan.fr/assets/imgs/deputes_original/depute_721182.png","169.34"
472,"Maud Petit","472_Maud_Petit.png","https://datan.fr/assets/imgs/deputes_original/depute_721234.png","169.34"
473,"Stéphane Peu","473_Stéphane_Peu.png","https://datan.fr/assets/imgs/deputes_original/depute_721270.png","169.34"
474,"Michèle Peyron","474_Michèle_Peyron.png","https://datan.fr/assets/imgs/deputes_nobg/depute_721710.png","17.13"
475,"Sébastien Peytavie","475_Sébastien_Peytavie.png","https://datan.fr/assets/imgs/deputes_original/depute_793708.png","169.34"
476,"Kévin Pfeffer","476_Kévin_Pfeffer.png","https://datan.fr/assets/imgs/deputes_original/depute_794582.png","169.34"
477,"Anna Pic","477_Anna_Pic.png","https://datan.fr/assets/imgs/deputes_original/depute_794270.png","169.34"
478,"René Pilato","478_René_Pilato.png","https://datan.fr/assets/imgs/deputes_original/depute_817211.png","169.34"
479,"François Piquemal","479_François_Piquemal.png","https://datan.fr/assets/imgs/deputes_original/depute_793756.png","169.34"
480,"Christine Pirès Beaune","480_Christine_Pirès_Beaune.png","https://datan.fr/assets/imgs/deputes_original/depute_608172.png","169.34"
481,"Béatrice Piron","481_Béatrice_Piron.png","https://datan.fr/assets/imgs/deputes_original/depute_721844.png","169.34"
482,"Christophe Plassard","482_Christophe_Plassard.png","https://datan.fr/assets/imgs/deputes_original/depute_793572.png","169.34"
483,"Marie Pochon","483_Marie_Pochon.png","https://datan.fr/assets/imgs/deputes_original/depute_793664.png","169.34"
484,"Lisette Pollet","484_Lisette_Pollet.png","https://datan.fr/assets/imgs/deputes_original/depute_793656.png","169.34"
485,"Barbara Pompili","485_Barbara_Pompili.png","https://datan.fr/assets/imgs/deputes_nobg/depute_609520.png","17.98"
486,"Jean-Pierre Pont","486_Jean-Pierre_Pont.png","https://datan.fr/assets/imgs/deputes_nobg/depute_2449.png","15.04"
487,"Jean-François Portarrieu","487_Jean-François_Portarrieu.png","https://datan.fr/assets/imgs/deputes_original/depute_719528.png","169.34"
488,"Thomas Portes","488_Thomas_Portes.png","https://datan.fr/assets/imgs/deputes_original/depute_796062.png","169.34"
489,"Alexandre Portier","489_Alexandre_Portier.png","https://datan.fr/assets/imgs/deputes_original/depute_794994.png","169.34"
490,"Dominique Potier","490_Dominique_Potier.png","https://datan.fr/assets/imgs/deputes_original/depute_607553.png","169.34"
491,"Josy Poueyto","491_Josy_Poueyto.png","https://datan.fr/assets/imgs/deputes_original/depute_720720.png","169.34"
492,"Éric Poulliat","492_Éric_Poulliat.png","https://datan.fr/assets/imgs/deputes_nobg/depute_719600.png","14.49"
493,"Marie-Agnès Poussier-Winsback","493_Marie-Agnès_Poussier-Winsback.png","https://datan.fr/assets/imgs/deputes_original/depute_795270.png","169.34"
494,"Natalia Pouzyreff","494_Natalia_Pouzyreff.png","https://datan.fr/assets/imgs/deputes_original/depute_721916.png","169.34"
495,"Philippe Pradal","495_Philippe_Pradal.png","https://datan.fr/assets/imgs/deputes_nobg/depute_793306.png","15.19"
496,"Aurélien Pradié","496_Aurélien_Pradié.png","https://datan.fr/assets/imgs/deputes_original/depute_720100.png","169.34"
497,"Loïc Prud'homme","497_Loïc_Prud'homme.png","https://datan.fr/assets/imgs/deputes_original/depute_719578.png","169.34"
498,"Adrien Quatennens","498_Adrien_Quatennens.png","https://datan.fr/assets/imgs/deputes_nobg/depute_720422.png","13.69"
499,"Valérie Rabault","499_Valérie_Rabault.png","https://datan.fr/assets/imgs/deputes_nobg/depute_609590.png","19.67"
500,"Stéphane Rambaud","500_Stéphane_Rambaud.png","https://datan.fr/assets/imgs/deputes_original/depute_795966.png","169.34"
501,"Richard Ramos","501_Richard_Ramos.png","https://datan.fr/assets/imgs/deputes_original/depute_720092.png","169.34"
502,"Angélique Ranc","502_Angélique_Ranc.png","https://datan.fr/assets/imgs/deputes_original/depute_793230.png","169.34"
503,"Julien Rancoule","503_Julien_Rancoule.png","https://datan.fr/assets/imgs/deputes_original/depute_793254.png","169.34"
504,"Jean-Hugues Ratenon","504_Jean-Hugues_Ratenon.png","https://datan.fr/assets/imgs/deputes_original/depute_721062.png","169.34"
505,"Isabelle Rauch","505_Isabelle_Rauch.png","https://datan.fr/assets/imgs/deputes_original/depute_720552.png","169.34"
506,"Jean-Claude Raux","506_Jean-Claude_Raux.png","https://datan.fr/assets/imgs/deputes_original/depute_794154.png","169.34"
507,"Nicolas Ray","507_Nicolas_Ray.png","https://datan.fr/assets/imgs/deputes_original/depute_793094.png","169.34"
508,"Rémy Rebeyrotte","508_Rémy_Rebeyrotte.png","https://datan.fr/assets/imgs/deputes_nobg/depute_722398.png","15.63"
509,"Robin Reda","509_Robin_Reda.png","https://datan.fr/assets/imgs/deputes_nobg/depute_721678.png","14.73"
510,"Sandra Regol","510_Sandra_Regol.png","https://datan.fr/assets/imgs/deputes_original/depute_794778.png","169.34"
511,"Mereana Reid Arbelot","511_Mereana_Reid_Arbelot.png","https://datan.fr/assets/imgs/deputes_original/depute_795240.png","169.34"
512,"Franck Riester","512_Franck_Riester.png","https://datan.fr/assets/imgs/deputes_original/depute_335758.png","169.34"
513,"Cécile Rilhac","513_Cécile_Rilhac.png","https://datan.fr/assets/imgs/deputes_nobg/depute_720900.png","18.07"
514,"Davy Rimane","514_Davy_Rimane.png","https://datan.fr/assets/imgs/deputes_original/depute_795876.png","169.34"
515,"Véronique Riotton","515_Véronique_Riotton.png","https://datan.fr/assets/imgs/deputes_original/depute_721426.png","169.34"
516,"Stéphanie Rist","516_Stéphanie_Rist.png","https://datan.fr/assets/imgs/deputes_original/depute_720066.png","169.34"
517,"Marie-Pierre Rixain","517_Marie-Pierre_Rixain.png","https://datan.fr/assets/imgs/deputes_original/depute_722252.png","169.34"
518,"Laurence Robert-Dehault","518_Laurence_Robert-Dehault.png","https://datan.fr/assets/imgs/deputes_original/depute_794442.png","169.34"
519,"Charles Rodwell","519_Charles_Rodwell.png","https://datan.fr/assets/imgs/deputes_original/depute_795528.png","169.34"
520,"Vincent Rolland","520_Vincent_Rolland.png","https://datan.fr/assets/imgs/deputes_original/depute_266808.png","169.34"
521,"Sébastien Rome","521_Sébastien_Rome.png","https://datan.fr/assets/imgs/deputes_nobg/depute_793884.png","15.41"
522,"Xavier Roseren","522_Xavier_Roseren.png","https://datan.fr/assets/imgs/deputes_original/depute_721458.png","169.34"
523,"Claudia Rouaux","523_Claudia_Rouaux.png","https://datan.fr/assets/imgs/deputes_original/depute_342196.png","169.34"
524,"Béatrice Roullaud","524_Béatrice_Roullaud.png","https://datan.fr/assets/imgs/deputes_original/depute_795410.png","169.34"
525,"Sandrine Rousseau","525_Sandrine_Rousseau.png","https://datan.fr/assets/imgs/deputes_original/depute_795076.png","169.34"
526,"Fabien Roussel","526_Fabien_Roussel.png","https://datan.fr/assets/imgs/deputes_nobg/depute_720692.png","15.36"
527,"Jean-François Rousset","527_Jean-François_Rousset.png","https://datan.fr/assets/imgs/deputes_original/depute_793270.png","169.34"
528,"Lionel Royer-Perreaut","528_Lionel_Royer-Perreaut.png","https://datan.fr/assets/imgs/deputes_nobg/depute_340643.png","15.05"
529,"Thomas Rudigoz","529_Thomas_Rudigoz.png","https://datan.fr/assets/imgs/deputes_nobg/depute_722292.png","16.63"
530,"François Ruffin","530_François_Ruffin.png","https://datan.fr/assets/imgs/deputes_original/depute_722142.png","169.34"
531,"Anaïs Sabatini","531_Anaïs_Sabatini.png","https://datan.fr/assets/imgs/deputes_original/depute_794894.png","169.34"
532,"Alexandre Sabatou","532_Alexandre_Sabatou.png","https://datan.fr/assets/imgs/deputes_original/depute_794570.png","169.34"
533,"Benjamin Saint-Huile","533_Benjamin_Saint-Huile.png","https://datan.fr/assets/imgs/deputes_nobg/depute_794626.png","15.28"
534,"Laetitia Saint-Paul","534_Laetitia_Saint-Paul.png","https://datan.fr/assets/imgs/deputes_original/depute_720138.png","169.34"
535,"Aurélien Saintoul","535_Aurélien_Saintoul.png","https://datan.fr/assets/imgs/deputes_original/depute_795982.png","169.34"
536,"Michel Sala","536_Michel_Sala.png","https://datan.fr/assets/imgs/deputes_nobg/depute_793724.png","16.73"
537,"Emeric Salmon","537_Emeric_Salmon.png","https://datan.fr/assets/imgs/deputes_original/depute_794954.png","169.34"
538,"Nicolas Sansu","538_Nicolas_Sansu.png","https://datan.fr/assets/imgs/deputes_original/depute_605745.png","169.34"
539,"Isabelle Santiago","539_Isabelle_Santiago.png","https://datan.fr/assets/imgs/deputes_original/depute_774960.png","169.34"
540,"Eva Sas","540_Eva_Sas.png","https://datan.fr/assets/imgs/deputes_original/depute_610002.png","169.34"
541,"Hervé Saulignac","541_Hervé_Saulignac.png","https://datan.fr/assets/imgs/deputes_original/depute_340343.png","169.34"
542,"Raphaël Schellenberger","542_Raphaël_Schellenberger.png","https://datan.fr/assets/imgs/deputes_original/depute_721314.png","169.34"
543,"Philippe Schreck","543_Philippe_Schreck.png","https://datan.fr/assets/imgs/deputes_original/depute_796050.png","169.34"
544,"Sabrina Sebaihi","544_Sabrina_Sebaihi.png","https://datan.fr/assets/imgs/deputes_original/depute_795808.png","169.34"
545,"Vincent Seitlinger","545_Vincent_Seitlinger.png","https://datan.fr/assets/imgs/deputes_nobg/depute_794410.png","14.40"
546,"Mikaele Seo","546_Mikaele_Seo.png","https://datan.fr/assets/imgs/deputes_original/depute_757225.png","169.34"
547,"Nathalie Serre","547_Nathalie_Serre.png","https://datan.fr/assets/imgs/deputes_nobg/depute_722308.png","18.13"
548,"Freddy Sertin","548_Freddy_Sertin.png","https://datan.fr/assets/imgs/deputes_original/depute_793416.png","84.78"
549,"Olivier Serva","549_Olivier_Serva.png","https://datan.fr/assets/imgs/deputes_original/depute_720960.png","169.34"
550,"Danielle Simonnet","550_Danielle_Simonnet.png","https://datan.fr/assets/imgs/deputes_original/depute_796018.png","169.34"
551,"Charles Sitzenstuhl","551_Charles_Sitzenstuhl.png","https://datan.fr/assets/imgs/deputes_original/depute_794802.png","169.34"
552,"Philippe Sorez","552_Philippe_Sorez.png","https://datan.fr/assets/imgs/deputes_nobg/depute_719672.png","15.61"
553,"Bertrand Sorre","553_Bertrand_Sorre.png","https://datan.fr/assets/imgs/deputes_original/depute_720190.png","169.34"
554,"Ersilia Soudais","554_Ersilia_Soudais.png","https://datan.fr/assets/imgs/deputes_original/depute_795466.png","169.34"
555,"Violette Spillebout","555_Violette_Spillebout.png","https://datan.fr/assets/imgs/deputes_original/depute_794486.png","169.34"
556,"Anne Stambach-Terrenoir","556_Anne_Stambach-Terrenoir.png","https://datan.fr/assets/imgs/deputes_original/depute_793744.png","169.34"
557,"Bruno Studer","557_Bruno_Studer.png","https://datan.fr/assets/imgs/deputes_nobg/depute_720754.png","14.02"
558,"Michèle Tabarot","558_Michèle_Tabarot.png","https://datan.fr/assets/imgs/deputes_original/depute_267794.png","169.34"
559,"Aurélien Taché","559_Aurélien_Taché.png","https://datan.fr/assets/imgs/deputes_original/depute_720952.png","169.34"
560,"Emmanuel Taché","560_Emmanuel_Taché.png","https://datan.fr/assets/imgs/deputes_original/depute_793382.png","169.34"
561,"Sophie Taillé-Polian","561_Sophie_Taillé-Polian.png","https://datan.fr/assets/imgs/deputes_original/depute_736201.png","169.34"
562,"Jean-Pierre Taite","562_Jean-Pierre_Taite.png","https://datan.fr/assets/imgs/deputes_original/depute_794178.png","169.34"
563,"Jean-Philippe Tanguy","563_Jean-Philippe_Tanguy.png","https://datan.fr/assets/imgs/deputes_original/depute_795778.png","169.34"
564,"Liliana Tanguy","564_Liliana_Tanguy.png","https://datan.fr/assets/imgs/deputes_original/depute_719550.png","169.34"
565,"Sarah Tanzilli","565_Sarah_Tanzilli.png","https://datan.fr/assets/imgs/deputes_nobg/depute_794930.png","20.02"
566,"David Taupiac","566_David_Taupiac.png","https://datan.fr/assets/imgs/deputes_original/depute_793796.png","169.34"
567,"Bénédicte Taurine","567_Bénédicte_Taurine.png","https://datan.fr/assets/imgs/deputes_nobg/depute_718860.png","22.74"
568,"Andrée Taurinya","568_Andrée_Taurinya.png","https://datan.fr/assets/imgs/deputes_original/depute_794106.png","169.34"
569,"Matthias Tavel","569_Matthias_Tavel.png","https://datan.fr/assets/imgs/deputes_original/depute_794166.png","169.34"
570,"Michaël Taverne","570_Michaël_Taverne.png","https://datan.fr/assets/imgs/deputes_original/depute_794502.png","169.34"
571,"Jean-Marc Tellier","571_Jean-Marc_Tellier.png","https://datan.fr/assets/imgs/deputes_nobg/depute_794650.png","16.01"
572,"Jean Terlier","572_Jean_Terlier.png","https://datan.fr/assets/imgs/deputes_original/depute_721584.png","169.34"
573,"Prisca Thevenot","573_Prisca_Thevenot.png","https://datan.fr/assets/imgs/deputes_original/depute_795920.png","169.34"
574,"Vincent Thiébaut","574_Vincent_Thiébaut.png","https://datan.fr/assets/imgs/deputes_original/depute_722336.png","169.34"
575,"Jean-Louis Thiériot","575_Jean-Louis_Thiériot.png","https://datan.fr/assets/imgs/deputes_original/depute_643089.png","169.34"
576,"Nicolas Thierry","576_Nicolas_Thierry.png","https://datan.fr/assets/imgs/deputes_original/depute_793948.png","169.34"
577,"Sabine Thillaye","577_Sabine_Thillaye.png","https://datan.fr/assets/imgs/deputes_original/depute_719822.png","169.34"
578,"Mélanie Thomin","578_Mélanie_Thomin.png","https://datan.fr/assets/imgs/deputes_original/depute_793816.png","169.34"
579,"Huguette Tiegna","579_Huguette_Tiegna.png","https://datan.fr/assets/imgs/deputes_nobg/depute_720014.png","18.58"
580,"Lionel Tivoli","580_Lionel_Tivoli.png","https://datan.fr/assets/imgs/deputes_original/depute_793298.png","169.34"
581,"Stéphane Travert","581_Stéphane_Travert.png","https://datan.fr/assets/imgs/deputes_original/depute_607395.png","169.34"
582,"Aurélie Trouvé","582_Aurélie_Trouvé.png","https://datan.fr/assets/imgs/deputes_original/depute_795164.png","169.34"
583,"Nicolas Turquois","583_Nicolas_Turquois.png","https://datan.fr/assets/imgs/deputes_original/depute_722162.png","169.34"
584,"Cécile Untermaier","584_Cécile_Untermaier.png","https://datan.fr/assets/imgs/deputes_nobg/depute_608695.png","19.30"
585,"David Valence","585_David_Valence.png","https://datan.fr/assets/imgs/deputes_nobg/depute_721482.png","14.35"
586,"Isabelle Valentin","586_Isabelle_Valentin.png","https://datan.fr/assets/imgs/deputes_nobg/depute_643134.png","20.12"
587,"Boris Vallaud","587_Boris_Vallaud.png","https://datan.fr/assets/imgs/deputes_original/depute_719930.png","169.34"
588,"Frédéric Valletoux","588_Frédéric_Valletoux.png","https://datan.fr/assets/imgs/deputes_original/depute_795350.png","169.34"
589,"Paul Vannier","589_Paul_Vannier.png","https://datan.fr/assets/imgs/deputes_original/depute_795596.png","169.34"
590,"Pierre Vatin","590_Pierre_Vatin.png","https://datan.fr/assets/imgs/deputes_nobg/depute_720586.png","14.50"
591,"Olivier Véran","591_Olivier_Véran.png","https://datan.fr/assets/imgs/deputes_nobg/depute_642788.png","14.58"
592,"Antoine Vermorel-Marques","592_Antoine_Vermorel-Marques.png","https://datan.fr/assets/imgs/deputes_original/depute_794118.png","169.34"
593,"Laurence Vichnievsky","593_Laurence_Vichnievsky.png","https://datan.fr/assets/imgs/deputes_nobg/depute_720704.png","17.41"
594,"Roger Vicot","594_Roger_Vicot.png","https://datan.fr/assets/imgs/deputes_original/depute_794494.png","169.34"
595,"Annie Vidal","595_Annie_Vidal.png","https://datan.fr/assets/imgs/deputes_original/depute_722102.png","169.34"
596,"Jean-Pierre Vigier","596_Jean-Pierre_Vigier.png","https://datan.fr/assets/imgs/deputes_original/depute_607090.png","169.34"
597,"Philippe Vigier","597_Philippe_Vigier.png","https://datan.fr/assets/imgs/deputes_original/depute_331582.png","169.34"
598,"Patrick Vignal","598_Patrick_Vignal.png","https://datan.fr/assets/imgs/deputes_nobg/depute_606639.png","15.40"
599,"Corinne Vignon","599_Corinne_Vignon.png","https://datan.fr/assets/imgs/deputes_original/depute_719512.png","169.34"
600,"Juliette Vilgrain","600_Juliette_Vilgrain.png","https://datan.fr/assets/imgs/deputes_nobg/depute_795354.png","16.99"
601,"Antoine Villedieu","601_Antoine_Villedieu.png","https://datan.fr/assets/imgs/deputes_original/depute_794946.png","169.34"
602,"André Villiers","602_André_Villiers.png","https://datan.fr/assets/imgs/deputes_nobg/depute_421348.png","15.11"
603,"Alexandre Vincendet","603_Alexandre_Vincendet.png","https://datan.fr/assets/imgs/deputes_nobg/depute_794914.png","13.98"
604,"Anne-Cécile Violland","604_Anne-Cécile_Violland.png","https://datan.fr/assets/imgs/deputes_original/depute_795026.png","169.34"
605,"Stéphane Viry","605_Stéphane_Viry.png","https://datan.fr/assets/imgs/deputes_original/depute_721474.png","169.34"
606,"Stéphane Vojetta","606_Stéphane_Vojetta.png","https://datan.fr/assets/imgs/deputes_original/depute_721170.png","169.34"
607,"Lionel Vuibert","607_Lionel_Vuibert.png","https://datan.fr/assets/imgs/deputes_original/depute_793194.png","84.78"
608,"Guillaume Vuilletet","608_Guillaume_Vuilletet.png","https://datan.fr/assets/imgs/deputes_nobg/depute_721262.png","15.51"
609,"Léo Walter","609_Léo_Walter.png","https://datan.fr/assets/imgs/deputes_nobg/depute_793110.png","14.96"
610,"Jean-Luc Warsmann","610_Jean-Luc_Warsmann.png","https://datan.fr/assets/imgs/deputes_original/depute_2952.png","169.34"
611,"Christopher Weissberg","611_Christopher_Weissberg.png","https://datan.fr/assets/imgs/deputes_original/depute_795326.png","84.21"
612,"Jiovanny William","612_Jiovanny_William.png","https://datan.fr/assets/imgs/deputes_original/depute_720992.png","169.34"
613,"Éric Woerth","613_Éric_Woerth.png","https://datan.fr/assets/imgs/deputes_original/depute_2960.png","169.34"
614,"Hubert Wulfranc","614_Hubert_Wulfranc.png","https://datan.fr/assets/imgs/deputes_nobg/depute_722110.png","16.21"
615,"Caroline Yadan","615_Caroline_Yadan.png","https://datan.fr/assets/imgs/deputes_original/depute_795046.png","169.34"
616,"Estelle Youssouffa","616_Estelle_Youssouffa.png","https://datan.fr/assets/imgs/deputes_original/depute_796078.png","169.34"
617,"Frédéric Zgainski","617_Frédéric_Zgainski.png","https://datan.fr/assets/imgs/deputes_nobg/depute_793860.png","14.52"
618,"Jean-Marc Zulesi","618_Jean-Marc_Zulesi.png","https://datan.fr/assets/imgs/deputes_nobg/depute_718962.png","15.28"
619,"Logo Datan","619_Logo_Datan.png","https://datan.fr/assets/imgs/datan/logo_baseline_white_transp.png","58.00"
620,"Logo Facebook","620_Logo_Facebook.png","https://datan.fr/assets/imgs/logos/facebook_datan.png","7.94"
621,"Logo X","621_Logo_X.png","https://datan.fr/assets/imgs/logos/x_datan.svg","2.23"
622,"Logo Linkedin","622_Logo_Linkedin.png","https://datan.fr/assets/imgs/logos/linkedin_datan.svg","9.53"
623,"Logo Instagram","623_Logo_Instagram.png","https://datan.fr/assets/imgs/logos/instagram_datan.svg","11.35"
624,"Logo Bluesky","624_Logo_Bluesky.png","https://datan.fr/assets/imgs/logos/bluesky_datan.svg","2.93"
625,"Logo GitHub","625_Logo_GitHub.png","https://datan.fr/assets/imgs/logos/github-mark.svg","0.94"